@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
428,'2020/03/23 12:45:18:518',5,0.547636,-0.410847,0.133502,-0.011747,0.453657,0.260016,0.208163,1,0,0,0,0,0
429,'2020/03/23 12:45:18:531',5,0.530342,-0.387583,0.176515,0.039968,0.436912,0.253391,0.226935,1,0,0,0,0,0
430,'2020/03/23 12:45:18:541',5,0.553016,-0.388422,0.166336,0.045759,0.486334,0.302081,0.212088,1,0,0,0,0,0
431,'2020/03/23 12:45:18:553',5,0.609984,-0.381947,0.134096,-0.000939,0.450214,0.314574,0.274863,1,0,0,0,0,0
432,'2020/03/23 12:45:18:564',5,0.621427,-0.370531,0.114651,0.013723,0.432111,0.271455,0.181755,1,0,0,0,0,0
433,'2020/03/23 12:45:18:565',5,0.621427,-0.370531,0.114651,0.013723,0.432111,0.271455,0.181755,1,0,0,0,0,0
434,'2020/03/23 12:45:18:577',5,0.575641,-0.391118,0.160471,0.029149,0.476771,0.301558,0.224772,1,0,0,0,0,0
435,'2020/03/23 12:45:18:592',5,0.575639,-0.37035,0.180423,-0.002267,0.460151,0.329813,0.233737,1,0,0,0,0,0
436,'2020/03/23 12:45:18:615',5,0.605183,-0.359933,0.12429,-0.002692,0.430932,0.277295,0.178551,1,0,0,0,0,0
437,'2020/03/23 12:45:18:615',5,0.605183,-0.359933,0.12429,-0.002692,0.430932,0.277295,0.178551,1,0,0,0,0,0
438,'2020/03/23 12:45:18:615',5,0.605183,-0.359933,0.12429,-0.002692,0.430932,0.277295,0.178551,1,0,0,0,0,0
439,'2020/03/23 12:45:18:634',5,0.547841,-0.404249,0.160614,0.028273,0.444501,0.256292,0.209723,1,0,0,0,0,0
440,'2020/03/23 12:45:18:634',5,0.547841,-0.404249,0.160614,0.028273,0.444501,0.256292,0.209723,1,0,0,0,0,0
441,'2020/03/23 12:45:18:647',5,0.520904,-0.378704,0.173696,0.057148,0.4821,0.276996,0.216901,1,0,0,0,0,0
442,'2020/03/23 12:45:18:657',5,0.597479,-0.37323,0.164728,0.003542,0.460904,0.333604,0.281804,1,0,0,0,0,0
443,'2020/03/23 12:45:18:670',5,0.631141,-0.374049,0.101818,0.000832,0.43654,0.29018,0.199227,1,0,0,0,0,0
444,'2020/03/23 12:45:18:682',5,0.570744,-0.403276,0.13533,0.02802,0.452165,0.269957,0.21184,1,0,0,0,0,0
445,'2020/03/23 12:45:18:692',5,0.591604,-0.356308,0.193904,0.005389,0.458101,0.326414,0.229629,1,0,0,0,0,0
446,'2020/03/23 12:45:18:704',5,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,1,0,0,0,0,0
447,'2020/03/23 12:45:18:704',5,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,1,0,0,0,0,0
448,'2020/03/23 12:45:18:715',5,0.56891,-0.37118,0.080131,0.003101,0.403676,0.241097,0.167189,1,0,0,0,0,0
449,'2020/03/23 12:45:18:726',5,0.56383,-0.396739,0.135612,-0.003726,0.453458,0.277922,0.217833,1,0,0,0,0,0
450,'2020/03/23 12:45:18:738',5,0.550496,-0.411028,0.150479,0.014876,0.459601,0.263315,0.206133,1,0,0,0,0,0
451,'2020/03/23 12:45:18:750',5,0.513663,-0.374065,0.181542,0.052775,0.457918,0.258683,0.229559,1,0,0,0,0,0
452,'2020/03/23 12:45:18:762',5,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,1,0,0,0,0,0
453,'2020/03/23 12:45:18:774',5,0.618881,-0.389054,0.102935,-0.003708,0.438481,0.297347,0.234398,1,0,0,0,0,0
454,'2020/03/23 12:45:18:775',5,0.618881,-0.389054,0.102935,-0.003708,0.438481,0.297347,0.234398,1,0,0,0,0,0
455,'2020/03/23 12:45:18:785',5,0.578169,-0.392516,0.12474,0.023667,0.434124,0.256172,0.192133,1,0,0,0,0,0
456,'2020/03/23 12:45:18:798',5,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,1,0,0,0,0,0
457,'2020/03/23 12:45:18:808',5,0.536708,-0.409116,0.148131,0.009034,0.487288,0.322006,0.222209,1,0,0,0,0,0
458,'2020/03/23 12:45:18:819',5,0.537508,-0.395736,0.073054,0.011899,0.431582,0.241684,0.161576,1,0,0,0,0,0
459,'2020/03/23 12:45:18:831',5,0.561039,-0.395465,0.129154,-0.008612,0.449746,0.284238,0.207425,1,0,0,0,0,0
460,'2020/03/23 12:45:18:842',5,0.543461,-0.415235,0.131867,-0.011902,0.452949,0.259098,0.207102,1,0,0,0,0,0
461,'2020/03/23 12:45:18:854',5,0.527062,-0.384894,0.178481,0.041635,0.437764,0.253195,0.228743,1,0,0,0,0,0
462,'2020/03/23 12:45:18:854',5,0.527062,-0.384894,0.178481,0.041635,0.437764,0.253195,0.228743,1,0,0,0,0,0
463,'2020/03/23 12:45:18:866',5,0.559799,-0.388195,0.166625,0.042844,0.485151,0.305734,0.213666,1,0,0,0,0,0
464,'2020/03/23 12:45:18:877',5,0.610422,-0.385251,0.127592,-0.001169,0.448759,0.311626,0.27048,1,0,0,0,0,0
465,'2020/03/23 12:45:18:898',5,0.617416,-0.371294,0.11723,0.016233,0.432262,0.268433,0.181523,1,0,0,0,0,0
466,'2020/03/23 12:45:18:898',5,0.617416,-0.371294,0.11723,0.016233,0.432262,0.268433,0.181523,1,0,0,0,0,0
467,'2020/03/23 12:45:18:912',5,0.568642,-0.377117,0.175128,-0.002876,0.462538,0.329107,0.232532,1,0,0,0,0,0
468,'2020/03/23 12:45:18:924',5,0.523101,-0.40911,0.096721,0.021715,0.46942,0.263271,0.167116,1,0,0,0,0,0
469,'2020/03/23 12:45:18:924',5,0.523101,-0.40911,0.096721,0.021715,0.46942,0.263271,0.167116,1,0,0,0,0,0
470,'2020/03/23 12:45:18:935',5,0.602209,-0.364958,0.127808,-0.003275,0.436865,0.283826,0.184616,1,0,0,0,0,0
471,'2020/03/23 12:45:18:947',5,0.565481,-0.39304,0.142473,-0.005561,0.456924,0.267784,0.213813,1,0,0,0,0,0
472,'2020/03/23 12:45:18:959',5,0.544698,-0.40301,0.161902,0.029363,0.441278,0.25452,0.211093,1,0,0,0,0,0
473,'2020/03/23 12:45:18:970',5,0.524465,-0.380625,0.172016,0.056504,0.484735,0.281379,0.215041,1,0,0,0,0,0
474,'2020/03/23 12:45:18:982',5,0.597805,-0.374278,0.161097,0.001906,0.458904,0.33196,0.284663,1,0,0,0,0,0
475,'2020/03/23 12:45:18:993',5,0.631911,-0.372522,0.103045,0.002329,0.435359,0.287605,0.194648,1,0,0,0,0,0
476,'2020/03/23 12:45:18:994',5,0.631911,-0.372522,0.103045,0.002329,0.435359,0.287605,0.194648,1,0,0,0,0,0
477,'2020/03/23 12:45:19:005',5,0.572678,-0.402057,0.139183,0.02907,0.456987,0.275253,0.215632,1,0,0,0,0,0
478,'2020/03/23 12:45:19:017',5,0.591009,-0.355719,0.194084,0.003863,0.456404,0.327565,0.232014,1,0,0,0,0,0
479,'2020/03/23 12:45:19:028',5,0.526676,-0.412529,0.127174,0.026991,0.498256,0.299752,0.193817,1,0,0,0,0,0
480,'2020/03/23 12:45:19:040',5,0.579991,-0.36197,0.089886,0.00433,0.405792,0.244927,0.167509,1,0,0,0,0,0
481,'2020/03/23 12:45:19:052',5,0.565058,-0.395767,0.136887,-0.003343,0.453804,0.275871,0.216937,1,0,0,0,0,0
482,'2020/03/23 12:45:19:064',5,0.551678,-0.410501,0.152162,0.017344,0.457714,0.262651,0.206375,1,0,0,0,0,0
483,'2020/03/23 12:45:19:064',5,0.551678,-0.410501,0.152162,0.017344,0.457714,0.262651,0.206375,1,0,0,0,0,0
484,'2020/03/23 12:45:19:075',5,0.513292,-0.373949,0.180672,0.054028,0.462054,0.260535,0.22779,1,0,0,0,0,0
485,'2020/03/23 12:45:19:086',5,0.598753,-0.372238,0.172746,0.015176,0.47068,0.329225,0.247511,1,0,0,0,0,0
486,'2020/03/23 12:45:19:098',5,0.621046,-0.387002,0.10166,-0.003389,0.43817,0.296531,0.228489,1,0,0,0,0,0
487,'2020/03/23 12:45:19:110',5,0.572582,-0.397178,0.124935,0.023912,0.43536,0.256126,0.195121,1,0,0,0,0,0
488,'2020/03/23 12:45:19:121',5,0.581861,-0.367232,0.185184,0.014485,0.473932,0.319685,0.221846,1,0,0,0,0,0
489,'2020/03/23 12:45:19:133',5,0.536707,-0.408943,0.147236,0.014092,0.492833,0.321745,0.220682,1,0,0,0,0,0
490,'2020/03/23 12:45:19:144',5,0.540091,-0.39419,0.070036,0.009389,0.424507,0.239264,0.161965,1,0,0,0,0,0
491,'2020/03/23 12:45:19:145',5,0.540091,-0.39419,0.070036,0.009389,0.424507,0.239264,0.161965,1,0,0,0,0,0
492,'2020/03/23 12:45:19:156',5,0.563552,-0.3939,0.132352,-0.006381,0.451681,0.284671,0.211744,1,0,0,0,0,0
493,'2020/03/23 12:45:19:168',5,0.543183,-0.416031,0.133533,-0.009017,0.454303,0.259828,0.206964,1,0,0,0,0,0
494,'2020/03/23 12:45:19:180',5,0.523156,-0.382722,0.179952,0.043537,0.439617,0.253287,0.229961,1,0,0,0,0,0
495,'2020/03/23 12:45:19:191',5,0.567156,-0.386992,0.167561,0.039787,0.483614,0.309166,0.215806,1,0,0,0,0,0
496,'2020/03/23 12:45:19:202',5,0.610878,-0.387966,0.121602,-0.001593,0.446915,0.308708,0.265533,1,0,0,0,0,0
497,'2020/03/23 12:45:19:214',5,0.612745,-0.37255,0.119647,0.018607,0.432536,0.265541,0.181796,1,0,0,0,0,0
498,'2020/03/23 12:45:19:214',5,0.612745,-0.37255,0.119647,0.018607,0.432536,0.265541,0.181796,1,0,0,0,0,0
499,'2020/03/23 12:45:19:226',5,0.573246,-0.386824,0.167288,0.027352,0.480913,0.308672,0.223848,1,0,0,0,0,0
500,'2020/03/23 12:45:19:237',5,0.560625,-0.384732,0.169202,-0.003455,0.464771,0.327463,0.230597,1,0,0,0,0,0
501,'2020/03/23 12:45:19:249',5,0.52499,-0.407078,0.092234,0.020337,0.463727,0.258868,0.165694,1,0,0,0,0,0
502,'2020/03/23 12:45:19:261',5,0.596415,-0.369684,0.131007,-0.002457,0.444003,0.290639,0.193798,1,0,0,0,0,0
503,'2020/03/23 12:45:19:272',5,0.563904,-0.394266,0.142042,-0.006475,0.457031,0.266423,0.21287,1,0,0,0,0,0
504,'2020/03/23 12:45:19:284',5,0.542202,-0.40057,0.164521,0.031487,0.4394,0.253834,0.213703,1,0,0,0,0,0
505,'2020/03/23 12:45:19:284',5,0.542202,-0.40057,0.164521,0.031487,0.4394,0.253834,0.213703,1,0,0,0,0,0
506,'2020/03/23 12:45:19:295',5,0.528523,-0.382895,0.17029,0.05554,0.487181,0.286638,0.214539,1,0,0,0,0,0
507,'2020/03/23 12:45:19:307',5,0.599923,-0.374719,0.157233,0.000864,0.45688,0.329177,0.28535,1,0,0,0,0,0
508,'2020/03/23 12:45:19:318',5,0.631423,-0.371783,0.10447,0.00419,0.434324,0.284928,0.190877,1,0,0,0,0,0
509,'2020/03/23 12:45:19:331',5,0.574428,-0.400353,0.143365,0.029699,0.461399,0.280305,0.218494,1,0,0,0,0,0
510,'2020/03/23 12:45:19:342',5,0.589348,-0.356501,0.193112,0.002309,0.455651,0.328725,0.234035,1,0,0,0,0,0
511,'2020/03/23 12:45:19:353',5,0.522963,-0.414396,0.121033,0.025493,0.49382,0.292523,0.186689,1,0,0,0,0,0
512,'2020/03/23 12:45:19:354',5,0.522963,-0.414396,0.121033,0.025493,0.49382,0.292523,0.186689,1,0,0,0,0,0
513,'2020/03/23 12:45:19:365',5,0.590996,-0.353277,0.100821,0.005889,0.410233,0.2505,0.169209,1,0,0,0,0,0
514,'2020/03/23 12:45:19:377',5,0.566787,-0.3942,0.138718,-0.002847,0.454337,0.274053,0.215907,1,0,0,0,0,0
515,'2020/03/23 12:45:19:388',5,0.552932,-0.409255,0.154483,0.020348,0.456146,0.262243,0.206931,1,0,0,0,0,0
516,'2020/03/23 12:45:19:400',5,0.513241,-0.374376,0.179393,0.054984,0.466103,0.262646,0.225882,1,0,0,0,0,0
517,'2020/03/23 12:45:19:412',5,0.600127,-0.371065,0.172155,0.011804,0.467981,0.330718,0.254732,1,0,0,0,0,0
518,'2020/03/23 12:45:19:424',5,0.623544,-0.384161,0.101185,-0.002695,0.438278,0.295966,0.222602,1,0,0,0,0,0
519,'2020/03/23 12:45:19:424',5,0.623544,-0.384161,0.101185,-0.002695,0.438278,0.295966,0.222602,1,0,0,0,0,0
520,'2020/03/23 12:45:19:437',5,0.569904,-0.399862,0.126179,0.024603,0.437433,0.257053,0.198181,1,0,0,0,0,0
521,'2020/03/23 12:45:19:504',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
522,'2020/03/23 12:45:19:505',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
523,'2020/03/23 12:45:19:505',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
524,'2020/03/23 12:45:19:505',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
525,'2020/03/23 12:45:19:505',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
526,'2020/03/23 12:45:19:505',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
527,'2020/03/23 12:45:19:505',5,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,1,0,0,0,0,0
528,'2020/03/23 12:45:19:516',5,0.5746,-0.385069,0.168664,0.036132,0.481705,0.312722,0.218841,1,0,0,0,0,0
529,'2020/03/23 12:45:19:528',5,0.611414,-0.389991,0.116362,-0.002087,0.44494,0.305919,0.260084,1,0,0,0,0,0
530,'2020/03/23 12:45:19:539',5,0.607143,-0.374458,0.121891,0.020563,0.432594,0.262444,0.182163,1,0,0,0,0,0
531,'2020/03/23 12:45:19:551',5,0.572581,-0.384586,0.170083,0.025529,0.481518,0.311156,0.223008,1,0,0,0,0,0
532,'2020/03/23 12:45:19:562',5,0.553965,-0.391278,0.164243,-0.002541,0.468094,0.326182,0.229023,1,0,0,0,0,0
533,'2020/03/23 12:45:19:574',5,0.52648,-0.405664,0.087026,0.017877,0.456873,0.253769,0.163444,1,0,0,0,0,0
534,'2020/03/23 12:45:19:575',5,0.52648,-0.405664,0.087026,0.017877,0.456873,0.253769,0.163444,1,0,0,0,0,0
535,'2020/03/23 12:45:19:586',5,0.586502,-0.376345,0.131178,-0.004074,0.447154,0.291996,0.1983,1,0,0,0,0,0
536,'2020/03/23 12:45:19:597',5,0.561338,-0.396732,0.140834,-0.007559,0.456769,0.264946,0.211842,1,0,0,0,0,0
537,'2020/03/23 12:45:19:609',5,0.539866,-0.397475,0.167711,0.033941,0.438268,0.253778,0.217109,1,0,0,0,0,0
538,'2020/03/23 12:45:19:621',5,0.533188,-0.385178,0.168526,0.053709,0.488184,0.29098,0.213592,1,0,0,0,0,0
539,'2020/03/23 12:45:19:632',5,0.603225,-0.375046,0.152869,0.00005,0.454767,0.325437,0.283937,1,0,0,0,0,0
540,'2020/03/23 12:45:19:644',5,0.63084,-0.370659,0.106711,0.006523,0.433693,0.28215,0.187939,1,0,0,0,0,0
541,'2020/03/23 12:45:19:645',5,0.63084,-0.370659,0.106711,0.006523,0.433693,0.28215,0.187939,1,0,0,0,0,0
542,'2020/03/23 12:45:19:655',5,0.575336,-0.398704,0.147211,0.029636,0.465455,0.285579,0.22108,1,0,0,0,0,0
543,'2020/03/23 12:45:19:667',5,0.587585,-0.358315,0.191029,0.000861,0.456014,0.329996,0.235377,1,0,0,0,0,0
544,'2020/03/23 12:45:19:680',5,0.520989,-0.414677,0.116089,0.025102,0.490099,0.286595,0.181559,1,0,0,0,0,0
545,'2020/03/23 12:45:19:690',5,0.599789,-0.348025,0.110379,0.005913,0.414903,0.256468,0.170696,1,0,0,0,0,0
546,'2020/03/23 12:45:19:702',5,0.567278,-0.393487,0.139894,-0.003024,0.454662,0.27236,0.215051,1,0,0,0,0,0
547,'2020/03/23 12:45:19:714',5,0.554067,-0.407247,0.157326,0.023842,0.454923,0.261971,0.207732,1,0,0,0,0,0
548,'2020/03/23 12:45:19:725',5,0.514191,-0.374875,0.178024,0.055679,0.469903,0.264889,0.223583,1,0,0,0,0,0
549,'2020/03/23 12:45:19:725',5,0.514191,-0.374875,0.178024,0.055679,0.469903,0.264889,0.223583,1,0,0,0,0,0
550,'2020/03/23 12:45:19:737',5,0.600856,-0.370248,0.171439,0.009229,0.465729,0.332007,0.262022,1,0,0,0,0,0
551,'2020/03/23 12:45:19:748',5,0.625744,-0.381429,0.100782,-0.002046,0.438524,0.295568,0.217076,1,0,0,0,0,0
552,'2020/03/23 12:45:19:760',5,0.567388,-0.40286,0.126719,0.024638,0.43981,0.258971,0.201838,1,0,0,0,0,0
553,'2020/03/23 12:45:19:772',5,0.586215,-0.362539,0.189376,0.010314,0.466778,0.321378,0.223015,1,0,0,0,0,0
554,'2020/03/23 12:45:19:783',5,0.535931,-0.408915,0.144244,0.022754,0.501039,0.319152,0.215557,1,0,0,0,0,0
555,'2020/03/23 12:45:19:795',5,0.545095,-0.391202,0.065382,0.003023,0.410181,0.235331,0.163006,1,0,0,0,0,0
556,'2020/03/23 12:45:19:795',5,0.545095,-0.391202,0.065382,0.003023,0.410181,0.235331,0.163006,1,0,0,0,0,0
557,'2020/03/23 12:45:19:806',5,0.563748,-0.395188,0.134087,-0.004929,0.452599,0.283486,0.216714,1,0,0,0,0,0
558,'2020/03/23 12:45:19:818',5,0.546109,-0.413948,0.140678,0.001005,0.458977,0.262938,0.207584,1,0,0,0,0,0
559,'2020/03/23 12:45:19:830',5,0.518414,-0.37768,0.18226,0.047768,0.445579,0.254467,0.231606,1,0,0,0,0,0
560,'2020/03/23 12:45:19:841',5,0.581549,-0.382619,0.169912,0.032222,0.479755,0.316257,0.222575,1,0,0,0,0,0
561,'2020/03/23 12:45:19:853',5,0.612099,-0.391535,0.111458,-0.003195,0.442446,0.302948,0.254066,1,0,0,0,0,0
562,'2020/03/23 12:45:19:864',5,0.600807,-0.377398,0.123418,0.021901,0.432897,0.260377,0.184,1,0,0,0,0,0
563,'2020/03/23 12:45:19:865',5,0.600807,-0.377398,0.123418,0.021901,0.432897,0.260377,0.184,1,0,0,0,0,0
564,'2020/03/23 12:45:19:876',5,0.572739,-0.381769,0.17342,0.024318,0.482425,0.314235,0.223304,1,0,0,0,0,0
565,'2020/03/23 12:45:19:888',5,0.548573,-0.396919,0.159803,-0.00066,0.472034,0.324897,0.227502,1,0,0,0,0,0
566,'2020/03/23 12:45:19:899',5,0.528079,-0.404007,0.082242,0.015579,0.450083,0.249193,0.161384,1,0,0,0,0,0
567,'2020/03/23 12:45:19:911',5,0.577408,-0.381981,0.13096,-0.005511,0.449871,0.293529,0.204941,1,0,0,0,0,0
568,'2020/03/23 12:45:19:922',5,0.557244,-0.400855,0.138494,-0.009136,0.455906,0.263214,0.210621,1,0,0,0,0,0
569,'2020/03/23 12:45:19:934',5,0.53701,-0.39451,0.170543,0.035848,0.43703,0.253283,0.219977,1,0,0,0,0,0
570,'2020/03/23 12:45:19:935',5,0.53701,-0.39451,0.170543,0.035848,0.43703,0.253283,0.219977,1,0,0,0,0,0
571,'2020/03/23 12:45:19:946',5,0.538599,-0.38708,0.167039,0.051208,0.487895,0.294368,0.212275,1,0,0,0,0,0
572,'2020/03/23 12:45:19:957',5,0.605595,-0.376908,0.147295,-0.000468,0.453383,0.322325,0.282593,1,0,0,0,0,0
573,'2020/03/23 12:45:19:969',5,0.628836,-0.370181,0.109026,0.008734,0.433024,0.278926,0.185387,1,0,0,0,0,0
574,'2020/03/23 12:45:19:981',5,0.575973,-0.396614,0.151198,0.029394,0.469125,0.290557,0.222595,1,0,0,0,0,0
575,'2020/03/23 12:45:19:992',5,0.585663,-0.360271,0.188947,-0.000021,0.457149,0.330932,0.235915,1,0,0,0,0,0
576,'2020/03/23 12:45:20:004',5,0.519779,-0.414465,0.111254,0.024594,0.485804,0.280554,0.176839,1,0,0,0,0,0
577,'2020/03/23 12:45:20:004',5,0.519779,-0.414465,0.111254,0.024594,0.485804,0.280554,0.176839,1,0,0,0,0,0
578,'2020/03/23 12:45:20:015',5,0.604086,-0.349055,0.115359,0.001765,0.417533,0.260655,0.169864,1,0,0,0,0,0
579,'2020/03/23 12:45:20:027',5,0.567955,-0.392355,0.141433,-0.002932,0.455604,0.271537,0.215198,1,0,0,0,0,0
580,'2020/03/23 12:45:20:038',5,0.553194,-0.406131,0.159037,0.026312,0.452796,0.261092,0.208481,1,0,0,0,0,0
581,'2020/03/23 12:45:20:050',5,0.515481,-0.375845,0.176663,0.056425,0.473948,0.268089,0.221546,1,0,0,0,0,0
582,'2020/03/23 12:45:20:062',5,0.600546,-0.370196,0.170232,0.00698,0.463627,0.332751,0.268836,1,0,0,0,0,0
583,'2020/03/23 12:45:20:074',5,0.628069,-0.378536,0.100736,-0.001492,0.438247,0.294454,0.211335,1,0,0,0,0,0
584,'2020/03/23 12:45:20:074',5,0.628069,-0.378536,0.100736,-0.001492,0.438247,0.294454,0.211335,1,0,0,0,0,0
585,'2020/03/23 12:45:20:085',5,0.567588,-0.40359,0.129142,0.02603,0.443519,0.261832,0.205044,1,0,0,0,0,0
586,'2020/03/23 12:45:20:097',5,0.588653,-0.360035,0.191411,0.008637,0.463374,0.322656,0.224631,1,0,0,0,0,0
587,'2020/03/23 12:45:20:108',5,0.534509,-0.409529,0.141431,0.025579,0.503099,0.316575,0.212098,1,0,0,0,0,0
588,'2020/03/23 12:45:20:120',5,0.54527,-0.391619,0.062903,-0.001525,0.403112,0.233823,0.163169,1,0,0,0,0,0
589,'2020/03/23 12:45:20:132',5,0.562953,-0.396567,0.134142,-0.004583,0.453022,0.28257,0.218463,1,0,0,0,0,0
590,'2020/03/23 12:45:20:143',5,0.548104,-0.412327,0.144717,0.006432,0.460737,0.264186,0.207733,1,0,0,0,0,0
591,'2020/03/23 12:45:20:155',5,0.516854,-0.375504,0.182978,0.049955,0.44944,0.255655,0.231827,1,0,0,0,0,0
592,'2020/03/23 12:45:20:155',5,0.516854,-0.375504,0.182978,0.049955,0.44944,0.255655,0.231827,1,0,0,0,0,0
593,'2020/03/23 12:45:20:166',5,0.58759,-0.379841,0.171322,0.028438,0.478204,0.320214,0.227596,1,0,0,0,0,0
594,'2020/03/23 12:45:20:178',5,0.613271,-0.392198,0.107342,-0.004261,0.440066,0.30002,0.247359,1,0,0,0,0,0
595,'2020/03/23 12:45:20:189',5,0.593618,-0.381548,0.124059,0.022429,0.432716,0.258167,0.185678,1,0,0,0,0,0
596,'2020/03/23 12:45:20:203',5,0.574677,-0.377988,0.176628,0.022138,0.481362,0.315888,0.223083,1,0,0,0,0,0
597,'2020/03/23 12:45:20:214',5,0.543899,-0.401957,0.155464,0.001772,0.476736,0.324217,0.226399,1,0,0,0,0,0
598,'2020/03/23 12:45:20:214',5,0.543899,-0.401957,0.155464,0.001772,0.476736,0.324217,0.226399,1,0,0,0,0,0
599,'2020/03/23 12:45:20:224',5,0.530228,-0.401984,0.078282,0.013777,0.443667,0.245666,0.160337,1,0,0,0,0,0
600,'2020/03/23 12:45:20:236',5,0.571087,-0.386051,0.131731,-0.004937,0.452733,0.293457,0.208586,1,0,0,0,0,0
601,'2020/03/23 12:45:20:248',5,0.552876,-0.405355,0.136102,-0.010555,0.45484,0.261541,0.20938,1,0,0,0,0,0
602,'2020/03/23 12:45:20:259',5,0.534089,-0.3914,0.173313,0.037693,0.436567,0.253358,0.223456,1,0,0,0,0,0
603,'2020/03/23 12:45:20:271',5,0.544865,-0.388008,0.166487,0.048973,0.487614,0.298147,0.212102,1,0,0,0,0,0
604,'2020/03/23 12:45:20:283',5,0.60799,-0.378831,0.141611,-0.000771,0.451821,0.31851,0.279349,1,0,0,0,0,0
605,'2020/03/23 12:45:20:294',5,0.626054,-0.369976,0.111627,0.011029,0.432369,0.275239,0.182901,1,0,0,0,0,0
606,'2020/03/23 12:45:20:294',5,0.626054,-0.369976,0.111627,0.011029,0.432369,0.275239,0.182901,1,0,0,0,0,0
607,'2020/03/23 12:45:20:306',5,0.575968,-0.394367,0.155261,0.029196,0.472663,0.295595,0.223787,1,0,0,0,0,0
608,'2020/03/23 12:45:20:317',5,0.583951,-0.362123,0.187251,0.000079,0.45907,0.331291,0.235573,1,0,0,0,0,0
609,'2020/03/23 12:45:20:329',5,0.51988,-0.413365,0.106649,0.02395,0.481095,0.274719,0.172826,1,0,0,0,0,0
610,'2020/03/23 12:45:20:340',5,0.608545,-0.350686,0.121713,0.000806,0.424442,0.269086,0.173566,1,0,0,0,0,0
611,'2020/03/23 12:45:20:352',5,0.568181,-0.39164,0.142642,-0.003126,0.456473,0.27063,0.215115,1,0,0,0,0,0
612,'2020/03/23 12:45:20:364',5,0.550309,-0.406231,0.158887,0.026426,0.448113,0.257911,0.207814,1,0,0,0,0,0
613,'2020/03/23 12:45:20:365',5,0.550309,-0.406231,0.158887,0.026426,0.448113,0.257911,0.207814,1,0,0,0,0,0
614,'2020/03/23 12:45:20:375',5,0.517639,-0.376897,0.175311,0.056802,0.477492,0.271344,0.218925,1,0,0,0,0,0
615,'2020/03/23 12:45:20:387',5,0.598905,-0.371516,0.168011,0.005176,0.462383,0.333701,0.275569,1,0,0,0,0,0
616,'2020/03/23 12:45:20:398',5,0.629733,-0.376101,0.101246,-0.000191,0.438346,0.293583,0.206423,1,0,0,0,0,0
617,'2020/03/23 12:45:20:410',5,0.568238,-0.404148,0.131397,0.026767,0.447078,0.264981,0.207983,1,0,0,0,0,0
618,'2020/03/23 12:45:20:422',5,0.590738,-0.357748,0.193195,0.007589,0.461156,0.324877,0.227195,1,0,0,0,0,0
619,'2020/03/23 12:45:20:433',5,0.532215,-0.410649,0.137441,0.02681,0.503096,0.312499,0.207442,1,0,0,0,0,0
620,'2020/03/23 12:45:20:445',5,0.551267,-0.386717,0.066015,-0.002833,0.399756,0.234279,0.163617,1,0,0,0,0,0
621,'2020/03/23 12:45:20:445',5,0.551267,-0.386717,0.066015,-0.002833,0.399756,0.234279,0.163617,1,0,0,0,0,0
622,'2020/03/23 12:45:20:456',5,0.563015,-0.397191,0.134406,-0.004378,0.453118,0.280644,0.21859,1,0,0,0,0,0
623,'2020/03/23 12:45:20:468',5,0.548995,-0.411503,0.148088,0.011303,0.461353,0.264379,0.206926,1,0,0,0,0,0
624,'2020/03/23 12:45:20:480',5,0.515273,-0.374439,0.182564,0.051269,0.453037,0.256812,0.231279,1,0,0,0,0,0
625,'2020/03/23 12:45:20:491',5,0.592345,-0.3772,0.172133,0.024077,0.476131,0.323658,0.233114,1,0,0,0,0,0
626,'2020/03/23 12:45:20:503',5,0.615707,-0.391121,0.105059,-0.004095,0.439104,0.298555,0.241566,1,0,0,0,0,0
627,'2020/03/23 12:45:20:515',5,0.58635,-0.386354,0.124539,0.023219,0.433407,0.257354,0.188904,1,0,0,0,0,0
628,'2020/03/23 12:45:20:515',5,0.58635,-0.386354,0.124539,0.023219,0.433407,0.257354,0.188904,1,0,0,0,0,0
